更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL
2024-08-01,社会福祉法人グリーントープ,福祉・介護関連サービス,求人なし,,群馬県安中市板鼻1-5-15,2006,理事長 中田 大介,718 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人おうみ福祉会,福祉・介護関連サービス,求人なし,,滋賀県近江八幡市加茂町3819-5,2001,理事長 今井 清正,215 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人京都愛心会,福祉・介護関連サービス,無,,京都府宇治市槇島町石橋151-1,2013,理事長 増田 道彦,413 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人五彩会,福祉・介護関連サービス,求人なし,,福島県いわき市鹿島町久保字仲田10-1,2005,理事長 岩谷 義一,"1,594 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人西大村福祉会,福祉・介護関連サービス,求人なし,,長崎県大村市杭出津1-842-26,1976,理事長 西川 義文,474 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人赤穂あおぞら会,福祉・介護関連サービス,求人なし,,兵庫県赤穂市中広1709-3,2015,理事長 北野 勝子,196 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人宇宙心会,福祉・介護関連サービス,求人なし,,岩手県盛岡市北夕顔瀬町2-44,2014,理事長 石井 義道,192 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人未来こどもランド,福祉・介護関連サービス,求人なし,,東京都練馬区谷原5-22-2ＭＫＬビル 2Ｆ,2014,理事長 栗原 三津子,138 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人札幌肢体不自由福祉会,福祉・介護関連サービス,求人なし,,北海道札幌市中央区北八条西23-2-22,2011,理事長 山内 まゆみ,82 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人よこすか黎明会,福祉・介護関連サービス,求人なし,,神奈川県横須賀市長井1-14-1,2007,理事長 青木 恒也,"1,137 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人藤華会,福祉・介護関連サービス,求人なし,,奈良県葛城市南藤井92-1,2013,理事長 布施 尚子,405 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人甘楽育徳会,福祉・介護関連サービス,求人なし,,群馬県富岡市蚊沼777-1,2011,,412 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人名春会,福祉・介護関連サービス,求人なし,,愛知県名古屋市北区東味鋺1-2502,2010,理事長 森 文美,605 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人藤沢ひまわり,福祉・介護関連サービス,求人なし,,神奈川県藤沢市西俣野1925-3,2003,理事長 戸髙 洋充,105 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ヴィ・リール,福祉・介護関連サービス,求人なし,,兵庫県尼崎市武庫元町2-14-3,2015,理事長 高原 周治,124 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人浜岡厚生会,福祉・介護関連サービス,求人なし,,静岡県御前崎市池新田460-1,2010,理事長 野中 康弘,208 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人新里紫桐会,福祉・介護関連サービス,求人なし,,岩手県宮古市茂市第1地割115-1,1992,理事長 和美 晋,"1,222 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人フレスコ会,福祉・介護関連サービス,求人なし,,東京都台東区浅草5-33-7,2014,理事長 佐々木 寛,714 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人いこま福祉会,福祉・介護関連サービス,求人なし,,奈良県生駒市壱分町356-2,2001,,"1,205 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人中江報徳園,福祉・介護関連サービス,求人なし,,鹿児島県鹿児島市犬迫町5407-2,1968,理事長 長友 医継,"2,636 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ひかりの子,福祉・介護関連サービス,無,,東京都中央区月島4-5-8,2010,理事長 上田亜樹子,277 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人よつばゆりかご会,福祉・介護関連サービス,求人なし,,埼玉県朝霞市西弁財1-1-2,2011,理事長 大谷 由香,163 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人正富福祉会,福祉・介護関連サービス,求人なし,,栃木県宇都宮市西原町13-1,2006,理事長 野澤 健一,229 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人愛里巣福祉会,福祉・介護関連サービス,求人なし,,石川県金沢市円光寺本町8-50,1975,理事長 竹澤 結花,942 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人愛佳会,福祉・介護関連サービス,求人なし,,大阪府大阪市天王寺区堂ケ芝2-3-15,2013,理事長 池藤 悦男,263 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人尚栄福祉会,福祉・介護関連サービス,求人なし,,神奈川県川崎市高津区二子5-14-56,2010,理事長 奥村 尚三,707 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人時創福祉会,福祉・介護関連サービス,求人なし,,大阪府高槻市唐崎中3-15-17,2006,理事長 千福 賢治,188 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,一般社団法人福岡県社会保険医療協会,病院・大学病院・クリニック,求人なし,,福岡県福岡市中央区天神3-7-31Ｎ天神ビル 2Ｆ,2016,代表理事 瓦林 達比古,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人明王会,福祉・介護関連サービス,求人なし,,東京都府中市四谷2-31-1,2013,理事長 小礒 明,973 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,有限会社城南メディカルケア・サービス,福祉・介護関連サービス,求人なし,,愛媛県松山市小村町87-6,1995,取締役 金澤 和子,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,有限会社美里在宅支援事業所,福祉・介護関連サービス,求人なし,,熊本県葦北郡芦北町大字天月1337-1,2004,取締役 一川 大輔,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人瑞穂,福祉・介護関連サービス,無,,大阪府大阪市西淀川区姫島5-11-24,2008,理事長 山本 良祐,324 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｃａｍｐｈｏｒ　ｔｒｅｅ,福祉・介護関連サービス,求人なし,,愛知県大府市吉川町1-82,2016,代表取締役 早川 妙子（伴野妙子）,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社メディカルユアーズ,医療コンサルティング,求人なし,,兵庫県神戸市灘区備後町4-1-1ウェルブ六甲道3番街1番館301－8,2016,代表取締役 吉田 圭吾,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ネクストピース,福祉・介護関連サービス,求人なし,,大阪府大阪市阿倍野区北畠1-24-2,2016,代表取締役 澤田 ひろ子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＷＯＲＫ　ＯＮ,福祉・介護関連サービス,求人なし,,愛知県名古屋市天白区中平3-2306,2016,代表取締役 加藤 治樹,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ぱれっと,福祉・介護関連サービス,求人なし,,神奈川県横浜市鶴見区鶴見中央3-26-14,2013,理事長 野口 洋一,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人高栄会,福祉・介護関連サービス,求人なし,,埼玉県朝霞市大字宮戸24-1,2008,理事長 高橋 曻四郎,"1,555 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＳＯＣＩＡＬ　ＬＡＢ,福祉・介護関連サービス,求人なし,,神奈川県川崎市多摩区東三田3-10-1,2016,代表取締役 佐々木 佳行,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＳＰＬｉｎｅ株式会社,医療機器卸,求人なし,,東京都中央区京橋2-5-18京橋創生館 3Ｆ,2016,代表取締役 内匠屋 篤,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,千鳳合同会社,福祉・介護関連サービス,求人なし,,北海道札幌市東区北八条東17-2-27アリオンパーク 308,2010,代表社員 武藤 幸一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社チキサニ,福祉・介護関連サービス,求人なし,,北海道札幌市中央区南十八条西12-1-5,2009,代表社員 片岡 愛子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,有限会社メディカルボックス,調剤薬局・ドラッグストア業界,求人なし,,茨城県水戸市西原3-3-58,2005,代表取締役 鈴木 裕之,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,有限会社新井蘇生堂薬局,調剤薬局・ドラッグストア業界,求人なし,,埼玉県入間郡越生町大字越生849,2004,代表取締役 新井 澄江,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,有限会社獣医イメージングサポート,その他医療関連,求人なし,,埼玉県入間郡三芳町大字竹間沢594-1,2003,,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社ゆたか,福祉・介護関連サービス,求人なし,,栃木県日光市土沢639-40,2013,代表社員 豊田 龍介,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,はぐはあと合同会社,福祉・介護関連サービス,求人なし,,埼玉県さいたま市桜区大字白鍬171-3,2014,代表社員 松井 典子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社ＷＳＰＴジャパン,医療機器メーカー業界,求人なし,,埼玉県三郷市三郷1-20-18,2015,代表社員 武藤 亜星,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,有限会社ナドーワド,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 訪問介護事業／居宅支援事業／障害者移動支援事業児童デイサービス事業／相談支援事業 2022年4月doda掲載求人より引用,埼玉県さいたま市緑区大字大間木435-1,2004,,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウィルグランドコーポレーション,福祉・介護関連サービス,求人なし,,千葉県柏市富里2-3-26,2015,代表取締役 石田 望,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社タクローコーポレーション,福祉・介護関連サービス,求人なし,,千葉県市原市君塚1-23-4,2014,代表社員 鶴岡 重秋,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社こだまケアプランサービス,福祉・介護関連サービス,求人なし,,千葉県千葉市若葉区若松町902-2ツインエルシティ千葉1番館 208,2014,代表社員 小玉 直美,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
