更新日,名称,業界(小分類),求人有無,所在地,設立,平均年齢,従業員数,企業URL,代表者,資本金,事業内容
2024-08-01,有限会社ドラッグセンターマツイ,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区内神田3-23-5神田セブンビル 1Ｆ,1966,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 松井 透,3 百万円,
2024-08-01,医療法人社団六医会,病院・大学病院・クリニック,求人なし,東京都千代田区内幸町1-1-1インペリアルタワー 7Ｆ,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 渡邊 美隆,313 百万円,
2024-08-01,株式会社村上サイエンス,医療機器メーカー業界,求人なし,東京都北区東十条1-15-10ワイエスマンション 104,1985,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野澤 直人,10 百万円,
2024-08-01,東京臓器化学株式会社,医薬品メーカー業界,求人なし,東京都渋谷区幡ヶ谷3-33-1402,1949,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩丸 美葉,10 百万円,
2024-08-01,医療法人社団東杏会,病院・大学病院・クリニック,求人なし,東京都千代田区永田町2-14-2山王グランドビルＢ1,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 関川 嘉昭,,
2024-08-01,医療法人社団西端耳鼻咽喉科,病院・大学病院・クリニック,求人なし,東京都千代田区有楽町2-10-1東京交通会館 3Ｆ,1991,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 西端 愼一,,
2024-08-01,有限会社中山昇龍堂薬品,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区神田錦町3-20神田ユニオンビル 1Ｆ,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 秀夫,5 百万円,
2024-08-01,有限会社小川町薬局,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区神田小川町3-2-1,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石津 俊一,3 百万円,
2024-08-01,株式会社日本義眼研究所,医療機器メーカー業界,求人なし,東京都千代田区麹町1-5-4ライオンズステーションプラザ半蔵門 1Ｆ,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水島 みどり,10 百万円,
2024-08-01,一般社団法人日本私立医科大学協会,福祉・介護関連サービス,求人なし,東京都千代田区九段北4-2-25私学会館別館 1Ｆ,1973,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 小川 彰,,
2024-08-01,公益財団法人日本医療保険事務協会,その他医療関連,求人なし,東京都千代田区内神田2-5-3児谷ビル 4Ｆ,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 滝澤 秀次郎,,
2024-08-01,公益社団法人日本透析医会,大学・研究施設,求人なし,東京都千代田区神田須田町1-15-2淡路建物ビル 2Ｆ,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 秋澤 忠男,,
2024-08-01,株式会社さんプラザコンタクトレンズ,医療機器卸,求人なし,兵庫県神戸市中央区三宮町1-8-1さんプラザビル 3Ｆ,1971,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松葉 博雄,40 百万円,
2024-08-01,医療法人社団中井病院,病院・大学病院・クリニック,求人なし,兵庫県神戸市灘区大内通6-1-3,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 中井 正信,97 百万円,
2024-08-01,有限会社佐伯興産,医薬品卸,求人なし,東京都千代田区鍛冶町2-4-1佐伯ビル 1Ｆ,1956,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 佐伯 知亮,30 百万円,
2024-08-01,長成商事株式会社,医療機器メーカー業界,求人なし,東京都千代田区神田多町2-2,1948,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀口 晴己,10 百万円,
2024-08-01,神田特殊硝子株式会社,その他医療関連,求人なし,東京都千代田区神田紺屋町46風月堂ビル 205,1982,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高橋 直,15 百万円,
2024-08-01,有限会社神田登栄薬局,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区鍛冶町2-2-9第2登栄ビル 5Ｆ,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木実,3 百万円,
2024-08-01,有限会社エムツーコーポレーション,福祉・介護関連サービス,求人なし,兵庫県神戸市垂水区舞子台7-3-8,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前田 嘉代子,3 百万円,
2024-08-01,有限会社江川薬局,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区外神田6-13-14,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江川 明子,3 百万円,
2024-08-01,医療法人社団鈴森内科クリニツク,病院・大学病院・クリニック,求人なし,東京都千代田区神田岩本町1岩本町ビル 4Ｆ,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 重本 六男,167 百万円,
2024-08-01,社会福祉法人神戸婦人同情会,福祉・介護関連サービス,求人なし,兵庫県神戸市灘区青谷町2-1-6,1920,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 城 純一,"3,187 百万円",
2024-08-01,有限会社後藤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区神田錦町3-9,1961,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 田中 美知子,3 百万円,
2024-08-01,医療法人社団北の丸会,病院・大学病院・クリニック,求人なし,東京都新宿区歌舞伎町2-39-7ＯＫビル 3Ｆ,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 倉本 英彦,14 百万円,
2024-08-01,有限会社第一薬局,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区神田三崎町1-4-8愛光舎ビル 1Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 李 京子,3 百万円,
2024-08-01,エヌ・エム・ピイビジネスサポート株式会社,医療機器メーカー業界,求人なし,兵庫県三田市テクノパーク9-1,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 瀬谷 秀之,10 百万円,
2024-08-01,株式会社龍閑堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都千代田区岩本町3-4-1広瀬ビル 1Ｆ,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 廣瀬 泰介,10 百万円,
2024-08-01,王子硝業株式会社,その他医療関連,求人なし,東京都千代田区神田紺屋町6王子硝業ビル 1Ｆ,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中根 和彦,10 百万円,
2024-08-01,株式会社アイソテック,医療機器卸,求人なし,東京都中央区新川1-24-8東熱新川ビル 4Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永山 富雄,20 百万円,
2024-08-01,株式会社イシイ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都中央区銀座7-6-2石井ビル 1Ｆ,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石井 誠,10 百万円,
2024-08-01,メディオ・テック株式会社,その他医療関連,求人なし,東京都中央区日本橋浜町3-25-10日本橋浜町ポストビル 5Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 駒木 惠子,90 百万円,
2024-08-01,ゲルマ医研販売株式会社,医療機器メーカー業界,求人なし,東京都中央区日本橋室町1-11-6701,1984,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 濵田 和子,10 百万円,
2024-08-01,有限会社千田薬局,調剤薬局・ドラッグストア業界,求人なし,東京都中央区月島3-10-3,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 千田 勝弘,3 百万円,
2024-08-01,株式会社東屋医科器械,医療機器メーカー業界,求人なし,東京都中央区日本橋小伝馬町12-2東屋ビル 10Ｆ,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,10 百万円,
2024-08-01,有限会社川名薬局,調剤薬局・ドラッグストア業界,求人なし,東京都中央区東日本橋3-7-3川名ビル 1Ｆ,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川名 信一,3 百万円,
2024-08-01,医療法人なかの歯科クリニック,病院・大学病院・クリニック,求人なし,岡山県岡山市北区矢坂東町6-1,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 中野 浩輔,84 百万円,
2024-08-01,津山医薬品有限会社,調剤薬局・ドラッグストア業界,求人なし,岡山県津山市押入1140-2,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 武部 裕子,9 百万円,
2024-08-01,株式会社玉置文治郎商店,調剤薬局・ドラッグストア業界,求人なし,東京都中央区東日本橋2-16-8,1935,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 玉置 貴美子,10 百万円,
2024-08-01,医療法人社団真洋会,病院・大学病院・クリニック,求人なし,東京都中央区日本橋室町1-6-1真洋ビル1－3Ｆ,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 天野 洋,404 百万円,
2024-08-01,ＭＳＤ健康保険組合,医薬品メーカー業界,求人なし,東京都千代田区九段北1-13-12北の丸スクウェア,1964,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 平手 晴彦,,
2024-08-01,有限会社アカビシ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都港区高輪3-10-38,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小島 令子,8 百万円,
2024-08-01,株式会社西間動物病院,病院・大学病院・クリニック,求人なし,福岡県北九州市小倉北区木町3-1-8,2013,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西間 久高,9 百万円,
2024-08-01,有限会社ナルト薬局,調剤薬局・ドラッグストア業界,求人なし,東京都港区東麻布1-18-11,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 入江 重行,3 百万円,
2024-08-01,有限会社フェニックスパワー研究所,その他医療関連,求人なし,福岡県福岡市西区豊浜1-7-10ロイヤルフェニックスビル 1Ｆ,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 弌士,4 百万円,
2024-08-01,株式会社広島県住宅管理センター,福祉・介護関連サービス,求人なし,広島県広島市安佐北区亀崎1-2-4タウンセンタービル 2Ｆ,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荻野 忠宏,10 百万円,
2024-08-01,有限会社イムノラボ,調剤薬局・ドラッグストア業界,求人なし,東京都港区西新橋1-2-9日比谷セントラルビル Ｂ1Ｆ,1982,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷口 郁子,13 百万円,
2024-08-01,株式会社北村薬局,調剤薬局・ドラッグストア業界,求人なし,東京都港区南青山5-1-25北村ビル 101,1948,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北村 兼一,10 百万円,
2024-08-01,有限会社大黒堂,調剤薬局・ドラッグストア業界,求人なし,東京都港区新橋6-2-6岩井ビル 1Ｆ,1958,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩井 佳世子,3 百万円,
2024-08-01,医療法人泯江堂三野原病院,病院・大学病院・クリニック,求人なし,福岡県糟屋郡篠栗町大字金出3553,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 三野原 元澄,124 百万円,
2024-08-01,有限会社フクマ薬局,調剤薬局・ドラッグストア業界,求人なし,福岡県福津市中央6-16-10,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 庄野 真理,3 百万円,
2024-08-01,有限会社山田興産,調剤薬局・ドラッグストア業界,求人なし,東京都港区新橋2-16-1ニュー新橋ビル 345,1973,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙橋 恵都子,3 百万円,
2024-08-01,有限会社尾崎信栄堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都港区西新橋1-5-14信栄堂ビル 1Ｆ,1952,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 尾崎 泰雄,3 百万円,
