更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,平均年齢,企業URL,代表者,資本金,上場市場名
2024-08-01,株式会社ツクイ,福祉・介護関連サービス,5,■事業内容：・デイサービス・在宅介護サービス…訪問介護／訪問入浴／訪問看護／居宅介護支援（ケアプラン作成）・居住系介護サービス…有料老人ホーム／サービス付き高齢者向け住宅／グループホーム,神奈川県横浜市港南区上大岡西1-6-1ゆめおおおかオフィスタワー,2020,21700,,https://corp.tsukui.net/,,5百万円,
2024-08-01,株式会社ラシエル,福祉・介護関連サービス,15,■事業内容：・障がい福祉サービス事業／障がい者の「らしさを得る/応援する場」としての“障がい者グループホームの新しいカタチ”を目指します。,大阪府大阪市北区大深町1-1LINKS・UMEDA8F,2020,490,46.0,https://rasiel.jp/,,50百万円,
2024-07-01,ＶＬＰ　Ｔｈｅｒａｐｅｕｔｉｃｓ　Ｊａｐａｎ株式会社,バイオベンチャー業界,1,■事業内容： 新型コロナウイルス感染症（COVID-19 ）等のワクチンの研究開発,東京都港区西新橋1-16-4日進堂ビル7F,2020,30,,https://vlptherapeutics.co.jp/,,100百万円,
2024-08-01,メディフォード株式会社,その他医療関連,7,【事業内容】 新規医薬品開発の非臨床および治験・臨床試験の医薬品受託試験機関で創薬を支援する事業を行っています。■医薬品開発支援サービス（非臨床試験受託サービス）■ヒト細胞による薬効・毒性評価、バイオマーカー測定と解析、分析法開発（バイオアナリシスサービス）■臨床研究（治験・臨床試験）の準備、運用（セントラルラボサービス）,東京都板橋区清水町36-1,2023,600,,http://www.mediford.com,,80百万円,
2024-08-01,株式会社ライフワン,福祉・介護関連サービス,1,■事業内容：障がい者グループホーム事業および就労支援事業を展開しています。「ご利用者様に安心して地域生活を送っていただくこと」「ご家族様や福祉関係者の皆様のご負担を軽減し、自分らしい生活を送っていただくこと」「地域福祉に貢献すること」を目的として、障がい者グループホーム(共同生活援助)を高崎市にて運営しております。安心・安全な日常の場を提供するために、夜間支援(泊まり)や休日支援の体制を24時間365日整え、利用者様が快適に生活できるよう手助けをしております。,群馬県高崎市吉井町石神73,2020,15,,https://www.life-1.net/,,9百万円,
2024-05-01,Ａｄｌｅｒ　Ｏｒｔｈｏ株式会社,医療機器メーカー業界,1,■事業内容： 人工股関節や人工膝関節などの整形外科医向け医療機器製造・販売,東京都文京区後楽1-7-12林友ビル4F,2021,20,,なし,,5百万円,
2024-08-01,Ａ’ａｌｄａ　Ｊａｐａｎ株式会社,病院・大学病院・クリニック,26,"「Pet Health Tech にさらなるイノベーションを起こすことは、人と社会の今と未来をより良くしていくこと」をビジョンに事業を行っています。飼い主の身体的な活動レベルを向上し、健康を促進させることで、莫大な医療費節約に繋がっていきます。（ドイツにおける試算では年間約7,500億円の医療費節約）。人のストレスや不安が軽減され、幸福度が上がり、幼少期にペットを飼うことで免疫系の改善とアレルギー予防にもなり子供の感情的な成成も促進します。",東京都港区新橋6-11-8PORT ONE SHINBASHI 3F,2019,400,30.0,https://aalda.com/ja/company/japan/,,100百万円,
2024-08-01,一般社団法人ＡＮＤ　ｍｅｄｉｃａｌ　ｇｒｏｕｐ,理容・美容・エステ,26,＜すべての人の「なりたい」を叶える─美容医療を全国で展開中！＞ＡＮＤ ｍｅｄｉｃａｌ ｇｒｏｕｐでは、「あなたらしく、美しく」患者さまそれぞれのお悩みに寄り添い、皮膚の状態や骨格、筋肉・脂肪の付き方、顔全体のバランスから総合的に判断し、一人ひとりの変化に合わせたオーダーメイドの治療法を提案しています。,東京都港区六本木7-14-7六本木トリニティビル6F,2020,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010908461/-tab__jd/: 'NoneType' object has no attribute 'get',,,
2024-05-01,株式会社夢尊ワークス,福祉・介護関連サービス,2,■事業内容： 2020年の12月に設立した企業で豊田市を拠点としながら、就労継続支援B型事業所を運営を行っております。,愛知県豊田市西中山町道貝12-3,2020,3,,なし,,3百万円,
2024-06-01,株式会社Ｈｅａｌｉｎｇ　Ｗａｌｋ,福祉・介護関連サービス,2,■事業内容： 歩行型デイサービスの運営■特徴：同社は介護ではなくシニアの尊厳を敬って護る 『敬護』もモットーに行なっています。利用者様にしっかりと寄り添い、言葉遣いなどにも気をつけています。「コンパスウォーク」は、理学療法士や作業療法士、看護師による、食事・入浴がない歩行訓練に特化したデイサービスです。そして歩行に特化しているサービスのクオリティを高めご自身で出来る事を増やしていき結果を出す事を重視した施設です。,大阪府大阪市港区夕凪1-16-20,,10,,なし,,1百万円,
2024-07-01,Ｈ．Ｕ．フロンティア株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,7,■事業内容H.U.グループ企業が提供する以下の事業領域において開発、製造した各種商品・サービスの営業・販売の代行業務を行っています。・受託臨床検査事業・臨床検査薬事業・滅菌関連事業・その他ヘルスケア関連事業,東京都港区赤坂1-8-1赤坂インターシティ AIR,2020,,,https://www.hugp.com/hufrontier/,,50百万円,
2024-07-01,ルナドクター株式会社,医療コンサルティング,6,■企業概要：ルナドクター株式会社は2020年に設立された、テクノロジーの力で婦人科医療を未来に前進させる企業です。スマートクリニックの運営、医療DXシステムの開発、自社医療製品の開発からPCR検査まで、多岐にわたるDX推進事業を創り出しています。■事業概要：(１)スマートクリニック事業(２)医療DXシステム開発事業(３)Femcheck事業(４)検査代行事業,東京都新宿区新宿3-22-12新宿サンパークANNEX4F,2000,60,,https://company.luna-dr.com/,,10百万円,
2024-08-01,株式会社アイビスホールディングス,福祉・介護関連サービス,6,■事業内容：就労継続支援B型事業所の運営を中心とする企業グループの管理運営,愛知県名古屋市東区泉2-27-14,2020,5,,https://ibis-group.co.jp/,,49百万円,グロース市場
2024-06-01,医療法人ＳｍｉｌｅＭａｋｅ,その他医療関連,1,■事業内容・予防を主とした一般歯科・小児歯科・歯周治療訪問(特養の協力医)・インプラント(年間50本程度)・ホワイトニング(ホワイトエッセンス加盟),山形県鶴岡市茅原町28-15,2020,11,45.0,https://www.takeda-shika.net/,,54百万円,
2024-08-01,ＰＬＵＳＫ株式会社,医療コンサルティング,2,■事業内容：（1）資産運用設計アドバイス事業（ファイナンシャル・プランニング業）（2）医療機関向けコンサルティング業務（3）メディア運営事業（4）生命保険代理店事業（5）損害保険代理業（6）不動産に関するコンサルティング事業（7）上記各号に附帯関連する一切の業務,東京都新宿区新宿5-17-5,2020,6,,"Failed to retrieve page, status code: 410",,5百万円,
2024-08-01,株式会社ＣＨＣＰホームナーシング,福祉・介護関連サービス,4,■事業内容： 【在宅サービス（訪問看護事業等）の経営支援】CHCPホームナーシングでは、訪問看護のグループ化に注力し、CHCPグループが支援する病院、調剤薬局及び訪問看護事業者の連携を促進することで、在宅医療を必要とする方に対し必要な医療を迅速に提供できるようなプラットフォームを築いて参ります。,東京都千代田区丸の内1-8-1,2020,4,,https://www.chcp.jp/,,10百万円,
