更新日,名称,業界(小分類),求人有無,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,事業内容
2024-08-01,株式会社アクティブワーク,人材紹介・職業紹介,求人なし,東京都港区赤坂2-11-7,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大西 知一,
2024-08-01,株式会社yell,総合広告代理店,1,東京都渋谷区代々木2-10-12 JA東京南新宿ビル5F,2014,,,161,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 植木 実樹,■求人広告代理店事業■有料職業紹介事業許可番号：13-ユ-314520■Webサイト制作コーポレートサイト、採用サイトの制作事業■DX推進事業KING OF TIME、JOBPAY、freeeシリーズ、マネーフォワードシリーズ、奉行クラウドシリーズ、楽楽精算、LegalForce、ココナラビジネス、Carely、オートークビズ、プレミアムウォーター
2024-08-01,株式会社アオイ,人材派遣,求人なし,広島県広島市南区宇品御幸3-17-6宇品みよしマンション 103,2014,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 矢野 明,
2024-08-01,株式会社ジャパン企画,人材紹介・職業紹介,求人なし,群馬県邑楽郡大泉町大字吉田1014-28利根川ハイツ 1Ｆ,2004,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 久保田 稔郎,
2024-08-01,サンアロウ技検株式会社,人材派遣,求人なし,広島県広島市安佐南区西原1-9-4今本ビル 2Ｆ,2006,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中島 修身,
2024-08-01,株式会社オフィスジャパン,コールセンター,求人なし,大阪府吹田市江坂町1-13-381104,1984,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 愛子,
2024-08-01,アルファ・セレクション株式会社,研修サービス,求人なし,北海道札幌市北区北二十三条西4-1-15706,1992,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安達 香代子,
2024-08-01,ジー・エル・インベントリー株式会社,人材紹介・職業紹介,求人なし,広島県広島市西区商工センター1-4-29,2004,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岸本 均也,
2024-08-01,株式会社プライム,人材派遣,求人なし,広島県広島市中区幟町3-55幟町ゼネラルビル 501,1997,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 朝田 充宏,
2024-08-01,株式会社ファインスタッフきんしちょう,人材派遣,求人なし,東京都墨田区江東橋4-25-10ＫＡＴＯ 5Ｆ,1988,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿藤 剛,
2024-08-01,ＭＡＲＣＵＳ株式会社,人材派遣,無,東京都港区六本木7-12-2Ｒ7ビルディング,2014,28 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤山 泰成,
2024-08-01,株式会社ジャストスタッフ,人材派遣,求人なし,大阪府四條畷市西中野3-5-27,2003,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 昇 辰三,
2024-08-01,株式会社ケンツーネクスト,アウトソーシング,求人なし,東京都千代田区岩本町2-5-12,2009,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 相倉 辰徳,
2024-08-01,株式会社Ｓｏｃｉａｌ　Ｇｒａｐｈ,人材紹介・職業紹介,求人なし,埼玉県さいたま市岩槻区西町2-5-151314,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 敬太,
2024-08-01,キャリアリンクアジア株式会社,人材派遣,求人なし,千葉県千葉市美浜区中瀬2-6-1ワールドビジネスガーデンマリブイースト 21Ｆ,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 雅子,
2024-08-01,ルーセントドアーズ株式会社,人材紹介・職業紹介,求人なし,東京都港区虎ノ門2-5-5ニュー虎ノ門ビル 4Ｆ,2014,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 黒田 真行,
2024-08-01,株式会社ＨＵＧＯ,人材派遣,無,東京都港区高輪3-25-27アベニュー高輪912号,2014,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村田 吉典,
2024-08-01,株式会社ティエスアール,人材派遣,求人なし,愛知県名古屋市中区松原1-1-4,2004,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青木 哲也,
2024-08-01,三友株式会社,研修サービス,求人なし,愛知県名古屋市緑区浦里4-179-3Ｆ,2007,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 楊 旭敏,
2024-08-01,株式会社ノースゲイト,研修サービス,求人なし,静岡県御殿場市萩原26-1,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡田 真也,
2024-08-01,株式会社京都スタッフ,アウトソーシング,求人なし,京都府京都市下京区西七条御領町46,2014,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 明石 勝,
2024-08-01,株式会社ヴェイン,研修サービス,求人なし,兵庫県神戸市中央区琴ノ緒町5-4-19ＴＭＥビル,2014,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤田 克也,
2024-08-01,株式会社ジャパンユナイテッドオペレーション,人材紹介・職業紹介,求人なし,東京都港区北青山2-12-12ｓｕｇａｒ 4Ｆ,2014,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 富本 建一,
2024-08-01,株式会社ＩＳ東海,人材派遣,求人なし,愛知県江南市村久野町平松77-2,2014,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石垣 一,
2024-08-01,ブルーリッジ株式会社,アウトソーシング,求人なし,東京都港区西麻布3-1-17,2014,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池田 順子,
2024-08-01,株式会社ヒューマンエナジー,研修サービス,求人なし,愛知県名古屋市中村区名駅2-36-2協和ビル604,1994,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 神山 晃男,
2024-08-01,株式会社おもてなし道,研修サービス,求人なし,愛知県瀬戸市はぎの台2-9,2007,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 千穂子,
2024-08-01,株式会社イノベート,人材紹介・職業紹介,求人なし,愛知県名古屋市中村区名駅南2-9-18ＯＰ名古屋ビル 2Ｆ,2006,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 峰 正和,
2024-08-01,株式会社ビースタッフ,人材派遣,求人なし,愛知県名古屋市中区丸の内2-19-32デラ・ドーラ丸の内 4Ｆ,2008,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部孔孝,
2024-08-01,株式会社一,人材派遣,求人なし,愛知県名古屋市東区葵3-24-2第5オーシャンビル 7Ｆ,2010,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 祖父江 弘宜,
2024-08-01,株式会社サンビジネスコンサルティング,アウトソーシング,求人なし,愛知県名古屋市中村区名駅2-41-10アストラーレ名駅 7Ｆ,2001,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 平野 学,
2024-08-01,株式会社ウミガメ,人材派遣,求人なし,東京都豊島区西池袋1-18-6藤久ビル別館 7Ｆ,2013,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 柳田 新,
2024-08-01,ホレック株式会社,人材紹介・職業紹介,求人なし,東京都世田谷区代田6-15-24ハイウェル下北 1Ｆ,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ナレッジワーカーズインスティテュート株式会社,研修サービス,求人なし,東京都港区南青山2-2-15ＷｉｎＡｏｙａｍａビルＵＣＦ917,2014,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塚本 恭之,
2024-08-01,株式会社クリスタライズ,人材紹介・職業紹介,求人なし,福岡県福岡市中央区赤坂1-11-208―ｂｉｔＡＫＡＳＡＫＡ 201,2014,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大村 正芳,
2024-08-01,株式会社キャリアパートナーズ,人材派遣,求人なし,福岡県福岡市中央区今泉1-17-22,2013,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 世戸原 昭彦,
2024-08-01,ホワイトレーベル株式会社,研修サービス,求人なし,東京都江東区豊洲3-6-54207,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 澤田 一茂,
2024-08-01,株式会社ネクストスペース,コールセンター,求人なし,愛知県名古屋市中区錦2-6-24ネクストグループビル 3Ｆ,2011,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴浦 伸生,
2024-08-01,株式会社ビジネスサポート,人材派遣,無,愛知県名古屋市東区東桜1-3-7ヒシタビル 4Ｆ,2006,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 今枝 弘之,・自家用自動車運行管理請負事業・医療・介護自動車運行管理請負事業・大型車両運行管理請負事業・一般乗用旅客自動車運送事業（中自運二第390号）・車両運行管理に関するソフトウェアの企画販売 2023年12月doda掲載求人より引用
2024-08-01,株式会社アルト,人材派遣,求人なし,愛知県名古屋市東区葵3-11-6,2003,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 宣雄,
2024-08-01,株式会社プレシャスジャパン,人材紹介・職業紹介,求人なし,愛知県名古屋市西区那古野1-7-2,2005,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大力 信二,
2024-08-01,株式会社アンテ,人材紹介・職業紹介,求人なし,愛知県名古屋市中区栄5-28-19,2007,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮地 大輔,
2024-08-01,株式会社ティーエヌティーサービス,人材派遣,求人なし,愛知県一宮市大和町妙興寺字坊ケ池21-1,2004,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 成本 陽一,
2024-08-01,株式会社フロンティア,人材派遣,求人なし,愛知県名古屋市中区錦3-10-14協和錦ビル 4Ｆ,2003,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前田 朗,
2024-08-01,パーソナルケアサポート株式会社,求人サイト・求人メディア,求人なし,愛知県名古屋市中区栄2-1-12ダイアパレス伏見 3Ｆ,2008,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高津 佐正太,
2024-08-01,株式会社アイフォース,人材派遣,求人なし,岐阜県各務原市那加本町16ワタナベビル 1Ｆ,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 辰郎,
2024-08-01,株式会社ジョブタス,アウトソーシング,求人なし,北海道札幌市白石区菊水三条2-1-10リネット丸友 2Ｆ,2014,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邊 和巳,
2024-08-01,株式会社Ａｃｓｅｅｚ,人材派遣,無,東京都豊島区東池袋3-22-12,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安斎 永樹,
2024-08-01,株式会社こころ,技術系アウトソーシング（特定技術者派遣）,求人なし,東京都千代田区神田小川町3-6-9神田第2アメレックスビル 7Ｆ－Ｂ2,2014,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河野 利康,
2024-08-01,株式会社エヌケイグローバル,人材紹介・職業紹介,求人なし,東京都調布市布田2-36-1調布パークス 202,2013,33 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金山 直勲,
