更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社ハースコーポレーション,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 コンディショニング施設の経営並び運営コンディショニング施設の指導者養成並び教育各種イベント企画、実施、上記に関わる出版ビデオ企画、制作、販売、上記に関わるコンサルタント業務上記に関わる付帯関連する一切の業務 2023年6月doda掲載求人より引用,東京都世田谷区太子堂4-4-1来るビル 4Ｆ,1994,,,,23 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 有吉 勝昭
2024-08-01,ティーアールピージャパン株式会社,理容・美容・エステ,求人なし,,沖縄県糸満市潮崎町4-22-11,1996,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 達也
2024-08-01,株式会社アポロホールディングス,理容・美容・エステ,求人なし,,大阪府柏原市古町1-7-7,2012,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 一博
2024-08-01,株式会社ＰＢマーケティング,理容・美容・エステ,求人なし,,東京都渋谷区宇田川町19-5405,2012,,,,46 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 生田 明
2024-08-01,株式会社エンディミオン,理容・美容・エステ,求人なし,,東京都豊島区東池袋1-30-14,2012,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 靖丈
2024-08-01,株式会社センリ,理容・美容・エステ,求人なし,,兵庫県西宮市甲風園1-9-8睦ビル 5Ｆ,2012,,,,9 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北野 靖子
2024-08-01,株式会社癒しの手,理容・美容・エステ,求人なし,,奈良県生駒市小明町1335-23Ｆ,2012,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮﨑 順也
2024-08-01,株式会社Ｐａｓｓｉｏｎ,理容・美容・エステ,無,,東京都港区南青山5-1-25,2012,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤井 厚志
2024-08-01,株式会社アルバート,理容・美容・エステ,求人なし,,大阪府大阪市西区西本町1-13-38西本町新興産ビル 7Ｆ,2012,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石田 友洋
2024-08-01,株式会社ＬＵＸＵ,理容・美容・エステ,求人なし,,大阪府大阪市北区堂島1-5-30,2012,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河野 隆行
2024-08-01,株式会社コカリ,理容・美容・エステ,求人なし,,東京都品川区北品川2-6-12あすかレジデンス北品川102,2012,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 工藤 久代
2024-08-01,株式会社インターステイト,理容・美容・エステ,求人なし,,石川県金沢市諸江町上丁585-2インターステイトビル 1Ｆ,2007,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 熊野 友勝
2024-08-01,有限会社ラ・フェンネル,理容・美容・エステ,求人なし,,長野県松本市村井町南2-1-26,1999,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 光伸
2024-08-01,ｖｉ’ｓ株式会社,理容・美容・エステ,求人なし,,東京都渋谷区神宮前5-17-11パークサイドオーサキ 4Ｆ,2012,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中澤 好夫
2024-08-01,有限会社ヒサオ美容室,理容・美容・エステ,求人なし,,新潟県新発田市舟入町1-16-13,1983,,,,4 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 飛田野 英司
2024-08-01,マック有限会社,理容・美容・エステ,求人なし,,東京都町田市根岸2-13-11,1999,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 滝沢 勇一朗
2024-08-01,株式会社ＡＧＮ,理容・美容・エステ,求人なし,,東京都新宿区西新宿3-7-1新宿パークタワーＮ 30Ｆ,2003,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大橋 英昭
2024-08-01,有限会社ハッピー・ファースト,理容・美容・エステ,求人なし,,東京都渋谷区猿楽町20-7,2000,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 林田 幸一
2024-08-01,有限会社アレックス,理容・美容・エステ,求人なし,,東京都渋谷区千駄ヶ谷1-20-3バルビゾン11－301,2003,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 後藤 真次
2024-08-01,株式会社ミツコ美容室,理容・美容・エステ,求人なし,,大阪府大東市野崎1-1-7,1988,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 前川 美貴
2024-08-01,株式会社アヴァンセ,理容・美容・エステ,求人なし,,愛知県名古屋市中区丸の内3-6-27,2000,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 光子
2024-08-01,有限会社木の家企画,理容・美容・エステ,求人なし,,愛知県名古屋市名東区亀の井2-287-3,1984,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 外山 愛治
2024-08-01,株式会社レスイズモア,理容・美容・エステ,求人なし,,大阪府大阪市中央区南船場4-12-8,1991,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西村 侑記
2024-08-01,株式会社ＢＢＡＢ,理容・美容・エステ,求人なし,,大阪府大阪市北区天満橋1-8-30ＯＡＰタワーＢ103区,2008,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 矢野 雅士
2024-08-01,株式会社グローバルビモーション,理容・美容・エステ,求人なし,,東京都国立市西2-12-28,2009,,,,7 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永島 浩児
2024-08-01,有限会社チャンス,理容・美容・エステ,求人なし,,広島県広島市安芸区矢野東5-9-18,2001,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 野 代志明
2024-08-01,ネイルパートナー株式会社,理容・美容・エステ,無,,東京都品川区大井1-23-7大井町駅前三井ビル 7Ｆ,2005,,,,90 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 秋里 千恵
2024-08-01,株式会社Ｏｎ,理容・美容・エステ,求人なし,,京都府京都市中京区錦小路通室町西入天神山町280石勘ビル3Ｆ,2008,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 芳進
2024-08-01,株式会社セルトリ,理容・美容・エステ,求人なし,,北海道札幌市中央区大通西3-7北洋大通センター 3Ｆ,2010,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中島 昌枝
2024-08-01,株式会社ネイルセレクト,理容・美容・エステ,求人なし,,東京都渋谷区道玄坂1-18-1道玄坂ＴＲビル 6Ｂ,2008,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三宅 竜司
2024-08-01,株式会社アマンプロ,理容・美容・エステ,求人なし,,福岡県北九州市小倉北区京町1-4-15ＢＯビル4Ｆ,1993,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 沖 圭介
2024-08-01,株式会社オリーブ,理容・美容・エステ,求人なし,,奈良県香芝市関屋北3-18-22,2008,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀部 玄
2024-08-01,株式会社ビート,理容・美容・エステ,求人なし,,愛知県豊橋市駅前大通1-14,2008,,,,4 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 笹瀨 喜文
2024-08-01,株式会社グレースビューティー,理容・美容・エステ,求人なし,,岐阜県関市池田町94,2012,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長屋 佳那
2024-08-01,株式会社Ｓｔ．Ｂｅｌｌｅ．Ｃｏ,理容・美容・エステ,求人なし,,福岡県福岡市中央区赤坂1-14-37マルビル 1Ｆ,2012,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 古賀 英敏
2024-08-01,株式会社サタック,理容・美容・エステ,求人なし,,愛知県名古屋市中村区名駅4-22-1サンシャイン名古屋駅9Ｆ,2012,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鎌田 拓郎
2024-08-01,株式会社ＪＢＳ,理容・美容・エステ,求人なし,,東京都品川区上大崎2-13-29,2012,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 和仁
2024-08-01,ＣＥＰホールディングス株式会社,理容・美容・エステ,求人なし,,千葉県浦安市入船1-5-2プライムタワー新浦安 8Ｆ,2004,,,,48 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 猪爪 一徳
2024-08-01,株式会社マテリア,理容・美容・エステ,求人なし,,大阪府大阪市中央区南船場4-7-21オーガニックビル,2005,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 戸田 志緒里
2024-08-01,株式会社ウィステリア,理容・美容・エステ,求人なし,,静岡県榛原郡吉田町神戸126-6,2008,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 哲也
2024-08-01,株式会社イーネコーポレーション,理容・美容・エステ,求人なし,,静岡県藤枝市青葉町4-4-2,1987,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小澤 嘉幸
2024-08-01,有限会社あーきぺんこ,理容・美容・エステ,求人なし,,愛知県名古屋市千種区高見2-2-43,1984,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 竹内 祐子
2024-08-01,株式会社アビリティーライフ,理容・美容・エステ,求人なし,,広島県広島市南区段原3-9-25コンフォート・Ｎビル 201,2008,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田部 幸喜
2024-08-01,株式会社高須ホールディングス,理容・美容・エステ,求人なし,,愛知県名古屋市中村区名駅4-24-16広小路ガーデンアベニュー 5Ｆ,1980,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小野打 みつ子
2024-08-01,有限会社ｃｏｃｏｒｏ,理容・美容・エステ,求人なし,,千葉県市川市行徳駅前4-6-16グランベール1館 403,2004,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上村勇介
2024-08-01,株式会社Ｔｈｉｒｔｙ３,理容・美容・エステ,求人なし,,神奈川県横浜市中区石川町2-86-1,2013,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 関 大介
2024-08-01,株式会社ビサイド,理容・美容・エステ,求人なし,,東京都豊島区東池袋1-42-12パークビル 3Ｆ,2013,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 曽我 克
2024-08-01,株式会社りらっく,理容・美容・エステ,求人なし,,愛知県豊橋市下地町字操穴45太和マンションプラザビル太和 2Ｆ,2013,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 英明
2024-08-01,株式会社ＥＮＩＳＨＩ,理容・美容・エステ,求人なし,,東京都渋谷区恵比寿南2-20-1只木ビル 2Ｆ,2012,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大野 彰宏
2024-08-01,株式会社Ｋｉｒｅｉ,理容・美容・エステ,求人なし,,岐阜県岐阜市吹上町6-20-2,2006,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 臼井 友彦
2024-08-01,株式会社ＦＬＯＷ,理容・美容・エステ,求人なし,,愛知県名古屋市中区栄3-27-15,2008,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 力
2024-08-01,株式会社ミルク,理容・美容・エステ,求人なし,,愛知県名古屋市中区錦3-7-12錦クリスタルビル 501,2007,,,,4 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上山 久美
2024-08-01,株式会社ルーチェ,理容・美容・エステ,求人なし,,福岡県福岡市中央区渡辺通3-10-391203,2000,,,,99 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉丸 美枝子
2024-08-01,有限会社カズ・エンタープライズ,理容・美容・エステ,求人なし,,千葉県柏市柏1-5-12,2005,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 下村 一裕
2024-08-01,株式会社ヘアーズＳＵＮ,理容・美容・エステ,求人なし,,茨城県北茨城市磯原町豊田1207,2007,,,,4 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 菅原 光晴
2024-08-01,株式会社アピア,理容・美容・エステ,求人なし,,大阪府堺市中区深井畑山町271-1,1992,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 妹尾富惠
2024-08-01,有限会社エレガントリゾート,理容・美容・エステ,求人なし,,東京都中央区銀座8-7-11富士ビル 4Ｆ,1997,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 藤木 睦子
2024-08-01,株式会社ベクシーズ,理容・美容・エステ,求人なし,,東京都荒川区東日暮里3-10-23,2010,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 増田 剛
2024-08-01,ホームライフ・トーフク株式会社,理容・美容・エステ,求人なし,,宮崎県延岡市塩浜町3-1795-4,1980,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 甲斐 征夫
2024-08-01,株式会社ＨＳＣ,理容・美容・エステ,求人なし,,大阪府大阪市西区南堀江1-16-9,2013,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木田 雅夫
2024-08-01,株式会社ＳＰ－１,理容・美容・エステ,求人なし,,東京都渋谷区元代々木町11-4,2013,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 葛西 望
2024-08-01,株式会社パワーズビューティ,理容・美容・エステ,求人なし,,東京都新宿区舟町1,2013,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 斜森 宏
